geo_value,time_value,new_cases
la,2020-09-10,464
ma,2020-09-10,403
md,2020-09-10,503
me,2020-09-10,47
mi,2020-09-10,970
mn,2020-09-10,381
mo,2020-09-10,1234
ms,2020-09-10,517
mt,2020-09-10,195
nc,2020-09-10,1690
nd,2020-09-10,333
ne,2020-09-10,456
nh,2020-09-10,79
nj,2020-09-10,420
nm,2020-09-10,161
nv,2020-09-10,288
ny,2020-09-10,757
oh,2020-09-10,1121
ok,2020-09-10,771
or,2020-09-10,183
pa,2020-09-10,667
pr,2020-09-10,459
ri,2020-09-10,106
sc,2020-09-10,379
sd,2020-09-10,260
tn,2020-09-10,1631
tx,2020-09-10,1732
ut,2020-09-10,346
va,2020-09-10,1236
vt,2020-09-10,5
wa,2020-09-10,458
wi,2020-09-10,1547
wv,2020-09-10,202
wy,2020-09-10,47
ak,2020-09-11,97
al,2020-09-11,969
ar,2020-09-11,1107
az,2020-09-11,521
ca,2020-09-11,3944
co,2020-09-11,307
ct,2020-09-11,233
dc,2020-09-11,81
de,2020-09-11,93
fl,2020-09-11,3650
ga,2020-09-11,1658
hi,2020-09-11,301
ia,2020-09-11,941
id,2020-09-11,333
il,2020-09-11,2313
in,2020-09-11,1262
ks,2020-09-11,568
ky,2020-09-11,932
la,2020-09-11,755
ma,2020-09-11,440
md,2020-09-11,646
me,2020-09-11,32
mi,2020-09-11,1373
mn,2020-09-11,467
mo,2020-09-11,1530
ms,2020-09-11,853
mt,2020-09-11,122
nc,2020-09-11,1502
nd,2020-09-11,241
ne,2020-09-11,478
nh,2020-09-11,47
nj,2020-09-11,474
nm,2020-09-11,134
nv,2020-09-11,260
ny,2020-09-11,880
oh,2020-09-11,1240
ok,2020-09-11,942
or,2020-09-11,211
pa,2020-09-11,1007
pr,2020-09-11,109
ri,2020-09-11,123
sc,2020-09-11,2454
sd,2020-09-11,283
tn,2020-09-11,1622
tx,2020-09-11,5938
ut,2020-09-11,656
va,2020-09-11,1115
vt,2020-09-11,7
wa,2020-09-11,544
wi,2020-09-11,1369
wv,2020-09-11,161
wy,2020-09-11,65
ak,2020-09-12,104
al,2020-09-12,1059
ar,2020-09-12,1799
az,2020-09-12,605
ca,2020-09-12,4028
co,2020-09-12,414
ct,2020-09-12,0
dc,2020-09-12,0
de,2020-09-12,167
fl,2020-09-12,3190
ga,2020-09-12,2124
hi,2020-09-12,129
ia,2020-09-12,806
id,2020-09-12,217
il,2020-09-12,2120
in,2020-09-12,1056
ks,2020-09-12,288
ky,2020-09-12,711
la,2020-09-12,0
ma,2020-09-12,554
md,2020-09-12,809
me,2020-09-12,42
mi,2020-09-12,807
mn,2020-09-12,872
mo,2020-09-12,2022
ms,2020-09-12,445
mt,2020-09-12,140
nc,2020-09-12,1104
nd,2020-09-12,467
ne,2020-09-12,269
nh,2020-09-12,32
nj,2020-09-12,449
nm,2020-09-12,98
nv,2020-09-12,414
ny,2020-09-12,849
oh,2020-09-12,1242
ok,2020-09-12,1017
or,2020-09-12,291
pa,2020-09-12,932
pr,2020-09-12,241
ri,2020-09-12,0
sc,2020-09-12,932
sd,2020-09-12,318
tn,2020-09-12,1032
tx,2020-09-12,2756
ut,2020-09-12,572
va,2020-09-12,1228
vt,2020-09-12,9
wa,2020-09-12,465
wi,2020-09-12,1353
wv,2020-09-12,351
wy,2020-09-12,33
ak,2020-09-13,62
al,2020-09-13,695
ar,2020-09-13,509
az,2020-09-13,384
ca,2020-09-13,2795
co,2020-09-13,417
ct,2020-09-13,0
dc,2020-09-13,99
de,2020-09-13,123
fl,2020-09-13,2423
ga,2020-09-13,1409
hi,2020-09-13,112
ia,2020-09-13,471
id,2020-09-13,112
il,2020-09-13,1460
in,2020-09-13,1243
ks,2020-09-13,108
ky,2020-09-13,530
la,2020-09-13,1281
ma,2020-09-13,286
md,2020-09-13,577
me,2020-09-13,29
mi,2020-09-13,0
mn,2020-09-13,723
mo,2020-09-13,1707
ms,2020-09-13,254
mt,2020-09-13,96
nc,2020-09-13,823
nd,2020-09-13,426
ne,2020-09-13,68
nh,2020-09-13,44
nj,2020-09-13,297
nm,2020-09-13,100
nv,2020-09-13,317
ny,2020-09-13,725
oh,2020-09-13,837
ok,2020-09-13,695
or,2020-09-13,181
pa,2020-09-13,549
pr,2020-09-13,171
ri,2020-09-13,0
sc,2020-09-13,1886
sd,2020-09-13,198
tn,2020-09-13,933
tx,2020-09-13,4399
ut,2020-09-13,628
va,2020-09-13,946
vt,2020-09-13,7
wa,2020-09-13,350
wi,2020-09-13,1582
wv,2020-09-13,177
wy,2020-09-13,49
ak,2020-09-14,77
al,2020-09-14,758
ar,2020-09-14,408
az,2020-09-14,213
ca,2020-09-14,3406
co,2020-09-14,374
ct,2020-09-14,569
dc,2020-09-14,30
de,2020-09-14,88
fl,2020-09-14,1736
ga,2020-09-14,1023
hi,2020-09-14,79
ia,2020-09-14,388
id,2020-09-14,253
il,2020-09-14,1372
in,2020-09-14,736
ks,2020-09-14,894
ky,2020-09-14,337
la,2020-09-14,492
ma,2020-09-14,254
md,2020-09-14,536
me,2020-09-14,41
mi,2020-09-14,1199
mn,2020-09-14,638
mo,2020-09-14,1281
ms,2020-09-14,144
mt,2020-09-14,86
nc,2020-09-14,1260
nd,2020-09-14,254
ne,2020-09-14,454
nh,2020-09-14,18
nj,2020-09-14,334
nm,2020-09-14,81
nv,2020-09-14,277
ny,2020-09-14,583
oh,2020-09-14,1079
ok,2020-09-14,869
or,2020-09-14,0
pa,2020-09-14,816
pr,2020-09-14,208
ri,2020-09-14,225
sc,2020-09-14,816
sd,2020-09-14,161
tn,2020-09-14,2450
tx,2020-09-14,3887
ut,2020-09-14,563
va,2020-09-14,757
vt,2020-09-14,12
wa,2020-09-14,312
wi,2020-09-14,771
wv,2020-09-14,125
wy,2020-09-14,48
ak,2020-09-15,42
al,2020-09-15,1041
ar,2020-09-15,870
az,2020-09-15,484
ca,2020-09-15,3070
co,2020-09-15,412
ct,2020-09-15,136
dc,2020-09-15,65
de,2020-09-15,200
fl,2020-09-15,3116
ga,2020-09-15,1657
hi,2020-09-15,65
ia,2020-09-15,657
id,2020-09-15,278
il,2020-09-15,1464
in,2020-09-15,689
ks,2020-09-15,329
ky,2020-09-15,718
la,2020-09-15,371
ma,2020-09-15,313
md,2020-09-15,599
me,2020-09-15,14
mi,2020-09-15,688
mn,2020-09-15,402
mo,2020-09-15,1359
ms,2020-09-15,505
mt,2020-09-15,137
nc,2020-09-15,1366
nd,2020-09-15,233
ne,2020-09-15,328
nh,2020-09-15,36
nj,2020-09-15,436
nm,2020-09-15,81
nv,2020-09-15,226
ny,2020-09-15,766
oh,2020-09-15,1001
ok,2020-09-15,1091
or,2020-09-15,325
pa,2020-09-15,1044
pr,2020-09-15,229
ri,2020-09-15,120
sc,2020-09-15,790
sd,2020-09-15,192
tn,2020-09-15,957
tx,2020-09-15,7041
ut,2020-09-15,562
va,2020-09-15,943
vt,2020-09-15,6
wa,2020-09-15,327
wi,2020-09-15,1348
wv,2020-09-15,156
wy,2020-09-15,46
ak,2020-09-16,52
al,2020-09-16,763
ar,2020-09-16,722
az,2020-09-16,698
ca,2020-09-16,3117
co,2020-09-16,587
ct,2020-09-16,135
dc,2020-09-16,56
de,2020-09-16,97
fl,2020-09-16,2355
ga,2020-09-16,2062
hi,2020-09-16,102
ia,2020-09-16,931
id,2020-09-16,283
il,2020-09-16,1943
in,2020-09-16,580
ks,2020-09-16,731
ky,2020-09-16,764
la,2020-09-16,612
ma,2020-09-16,306
md,2020-09-16,643
me,2020-09-16,23
mi,2020-09-16,766
mn,2020-09-16,462
mo,2020-09-16,1216
ms,2020-09-16,711
mt,2020-09-16,187
nc,2020-09-16,1668
nd,2020-09-16,269
ne,2020-09-16,449
nh,2020-09-16,31
nj,2020-09-16,388
nm,2020-09-16,118
nv,2020-09-16,208
ny,2020-09-16,652
oh,2020-09-16,1033
ok,2020-09-16,970
or,2020-09-16,188
pa,2020-09-16,806
pr,2020-09-16,46
ri,2020-09-16,108
sc,2020-09-16,652
sd,2020-09-16,290
tn,2020-09-16,1856
tx,2020-09-16,4081
ut,2020-09-16,747
va,2020-09-16,845
vt,2020-09-16,0
wa,2020-09-16,347
wi,2020-09-16,1408
wv,2020-09-16,216
wy,2020-09-16,126
ak,2020-09-17,112
al,2020-09-17,1031
ar,2020-09-17,992
az,2020-09-17,1753
ca,2020-09-17,3716
co,2020-09-17,459
ct,2020-09-17,220
dc,2020-09-17,47
de,2020-09-17,84
fl,2020-09-17,3255
ga,2020-09-17,1847
hi,2020-09-17,159
ia,2020-09-17,552
id,2020-09-17,396
il,2020-09-17,2056
in,2020-09-17,837
ks,2020-09-17,444
ky,2020-09-17,606
la,2020-09-17,478
ma,2020-09-17,429
md,2020-09-17,631
me,2020-09-17,21
mi,2020-09-17,974
mn,2020-09-17,909
mo,2020-09-17,1704
ms,2020-09-17,701
mt,2020-09-17,216
nc,2020-09-17,1548
nd,2020-09-17,390
ne,2020-09-17,502
nh,2020-09-17,0
nj,2020-09-17,569
nm,2020-09-17,158
nv,2020-09-17,347
ny,2020-09-17,896
oh,2020-09-17,1067
ok,2020-09-17,1034
or,2020-09-17,210
pa,2020-09-17,925
pr,2020-09-17,382
ri,2020-09-17,130
sc,2020-09-17,1324
sd,2020-09-17,393
tn,2020-09-17,1053
tx,2020-09-17,4565
ut,2020-09-17,911
va,2020-09-17,1101
vt,2020-09-17,3
wa,2020-09-17,386
wi,2020-09-17,2034
wv,2020-09-17,232
wy,2020-09-17,86
ak,2020-09-18,111
al,2020-09-18,1314
ar,2020-09-18,871
az,2020-09-18,1282
ca,2020-09-18,4454
co,2020-09-18,605
ct,2020-09-18,141
dc,2020-09-18,62
de,2020-09-18,48
fl,2020-09-18,3204
ga,2020-09-18,1951
hi,2020-09-18,137
ia,2020-09-18,1635
id,2020-09-18,470
il,2020-09-18,2223
in,2020-09-18,1037
ks,2020-09-18,961
ky,2020-09-18,758
la,2020-09-18,979
ma,2020-09-18,454
md,2020-09-18,543
me,2020-09-18,40
mi,2020-09-18,770
mn,2020-09-18,1085
mo,2020-09-18,1833
ms,2020-09-18,497
mt,2020-09-18,224
nc,2020-09-18,1518
nd,2020-09-18,507
ne,2020-09-18,466
nh,2020-09-18,80
nj,2020-09-18,487
nm,2020-09-18,151
nv,2020-09-18,501
ny,2020-09-18,790
oh,2020-09-18,1011
ok,2020-09-18,1249
or,2020-09-18,282
pa,2020-09-18,747
pr,2020-09-18,479
ri,2020-09-18,132
sc,2020-09-18,872
sd,2020-09-18,389
tn,2020-09-18,2357
tx,2020-09-18,3344
ut,2020-09-18,1117
va,2020-09-18,1242
vt,2020-09-18,1
wa,2020-09-18,404
wi,2020-09-18,2533
wv,2020-09-18,251
wy,2020-09-18,95
ak,2020-09-19,96
al,2020-09-19,810
ar,2020-09-19,1078
az,2020-09-19,609
ca,2020-09-19,3822
co,2020-09-19,606
ct,2020-09-19,0
dc,2020-09-19,50
de,2020-09-19,83
fl,2020-09-19,3573
ga,2020-09-19,2167
hi,2020-09-19,109
ia,2020-09-19,965
id,2020-09-19,288
il,2020-09-19,2524
in,2020-09-19,1076
ks,2020-09-19,361
ky,2020-09-19,978
la,2020-09-19,0
ma,2020-09-19,599
md,2020-09-19,682
me,2020-09-19,32
mi,2020-09-19,574
mn,2020-09-19,914
mo,2020-09-19,1474
ms,2020-09-19,655
mt,2020-09-19,292
nc,2020-09-19,1138
nd,2020-09-19,377
ne,2020-09-19,410
nh,2020-09-19,59
nj,2020-09-19,461
nm,2020-09-19,162
nv,2020-09-19,323
ny,2020-09-19,986
oh,2020-09-19,951
ok,2020-09-19,1237
or,2020-09-19,257
pa,2020-09-19,714
pr,2020-09-19,694
ri,2020-09-19,0
sc,2020-09-19,922
sd,2020-09-19,365
tn,2020-09-19,942
tx,2020-09-19,2879
ut,2020-09-19,1077
va,2020-09-19,953
vt,2020-09-19,4
wa,2020-09-19,597
wi,2020-09-19,2283
wv,2020-09-19,204
wy,2020-09-19,34
ak,2020-09-20,108
al,2020-09-20,747
ar,2020-09-20,563
az,2020-09-20,470
ca,2020-09-20,2855
co,2020-09-20,501
ct,2020-09-20,0
dc,2020-09-20,53
de,2020-09-20,117
fl,2020-09-20,2521
ga,2020-09-20,1134
hi,2020-09-20,77
ia,2020-09-20,606
id,2020-09-20,244
il,2020-09-20,1402
in,2020-09-20,746
ks,2020-09-20,2419
ky,2020-09-20,436
la,2020-09-20,936
ma,2020-09-20,359
md,2020-09-20,412
me,2020-09-20,43
mi,2020-09-20,0
mn,2020-09-20,1296
mo,2020-09-20,1306
ms,2020-09-20,277
mt,2020-09-20,136
nc,2020-09-20,819
nd,2020-09-20,351
ne,2020-09-20,286
nh,2020-09-20,27
nj,2020-09-20,453
nm,2020-09-20,67
nv,2020-09-20,385
ny,2020-09-20,862
oh,2020-09-20,762
ok,2020-09-20,1003
or,2020-09-20,202
pa,2020-09-20,631
pr,2020-09-20,262
ri,2020-09-20,0
sc,2020-09-20,468
sd,2020-09-20,249
tn,2020-09-20,2075
tx,2020-09-20,5704
ut,2020-09-20,920
va,2020-09-20,856
vt,2020-09-20,5
wa,2020-09-20,349
wi,2020-09-20,1665
wv,2020-09-20,173
wy,2020-09-20,91
ak,2020-09-21,70
al,2020-09-21,877
ar,2020-09-21,641
az,2020-09-21,230
ca,2020-09-21,3928
co,2020-09-21,542
ct,2020-09-21,497
dc,2020-09-21,23
de,2020-09-21,101
fl,2020-09-21,1685
ga,2020-09-21,1184
hi,2020-09-21,56
ia,2020-09-21,597
id,2020-09-21,410
il,2020-09-21,1477
in,2020-09-21,522
ks,2020-09-21,317
ky,2020-09-21,375
la,2020-09-21,243
ma,2020-09-21,256
md,2020-09-21,412
me,2020-09-21,29
mi,2020-09-21,1550
mn,2020-09-21,925
mo,2020-09-21,1367
ms,2020-09-21,192
mt,2020-09-21,130
nc,2020-09-21,1202
nd,2020-09-21,286
ne,2020-09-21,305
nh,2020-09-21,5
nj,2020-09-21,392
nm,2020-09-21,104
nv,2020-09-21,232
ny,2020-09-21,573
oh,2020-09-21,856
ok,2020-09-21,1101
or,2020-09-21,194
pa,2020-09-21,826
pr,2020-09-21,242
ri,2020-09-21,312
sc,2020-09-21,416
sd,2020-09-21,166
tn,2020-09-21,895
tx,2020-09-21,21791
ut,2020-09-21,622
va,2020-09-21,627
vt,2020-09-21,4
wa,2020-09-21,182
wi,2020-09-21,1271
wv,2020-09-21,119
wy,2020-09-21,72
ak,2020-09-22,60
al,2020-09-22,657
ar,2020-09-22,617
az,2020-09-22,595
ca,2020-09-22,2969
co,2020-09-22,654
ct,2020-09-22,136
dc,2020-09-22,43
de,2020-09-22,94
fl,2020-09-22,2470
ga,2020-09-22,955
hi,2020-09-22,63
ia,2020-09-22,611
id,2020-09-22,446
il,2020-09-22,1533
in,2020-09-22,599
ks,2020-09-22,1026
ky,2020-09-22,814
la,2020-09-22,752
ma,2020-09-22,173
md,2020-09-22,344
me,2020-09-22,40
mi,2020-09-22,695
mn,2020-09-22,480
mo,2020-09-22,1075
ms,2020-09-22,465
mt,2020-09-22,271
nc,2020-09-22,1124
nd,2020-09-22,264
ne,2020-09-22,397
nh,2020-09-22,38
nj,2020-09-22,426
nm,2020-09-22,107
nv,2020-09-22,262
ny,2020-09-22,754
oh,2020-09-22,685
ok,2020-09-22,1164
or,2020-09-22,318
pa,2020-09-22,784
pr,2020-09-22,88
ri,2020-09-22,112
sc,2020-09-22,2665
sd,2020-09-22,321
tn,2020-09-22,739
tx,2020-09-22,6602
ut,2020-09-22,650
va,2020-09-22,872
vt,2020-09-22,2
wa,2020-09-22,463
wi,2020-09-22,1672
wv,2020-09-22,213
wy,2020-09-22,72
ak,2020-09-23,77
al,2020-09-23,1038
ar,2020-09-23,982
az,2020-09-23,438
ca,2020-09-23,3371
co,2020-09-23,616
ct,2020-09-23,155
dc,2020-09-23,29
de,2020-09-23,69
fl,2020-09-23,2590
ga,2020-09-23,1867
hi,2020-09-23,167
ia,2020-09-23,1253
id,2020-09-23,396
il,2020-09-23,1850
in,2020-09-23,711
ks,2020-09-23,329
ky,2020-09-23,784
la,2020-09-23,616
ma,2020-09-23,543
md,2020-09-23,385
me,2020-09-23,24
mi,2020-09-23,901
mn,2020-09-23,678
mo,2020-09-23,1593
ms,2020-09-23,552
mt,2020-09-23,212
nc,2020-09-23,1755
nd,2020-09-23,473
ne,2020-09-23,493
nh,2020-09-23,17
nj,2020-09-23,408
nm,2020-09-23,197
nv,2020-09-23,509
ny,2020-09-23,665
oh,2020-09-23,903
ok,2020-09-23,1089
or,2020-09-23,190
pa,2020-09-23,859
pr,2020-09-23,40
ri,2020-09-23,133
sc,2020-09-23,897
sd,2020-09-23,438
tn,2020-09-23,1650
tx,2020-09-23,1571
ut,2020-09-23,877
va,2020-09-23,580
vt,2020-09-23,1
wa,2020-09-23,509
wi,2020-09-23,1762
wv,2020-09-23,121
wy,2020-09-23,153
ak,2020-09-24,143
al,2020-09-24,2366
ar,2020-09-24,1086
az,2020-09-24,568
ca,2020-09-24,3080
co,2020-09-24,548
ct,2020-09-24,157
dc,2020-09-24,56
de,2020-09-24,117
fl,2020-09-24,2541
ga,2020-09-24,1537
hi,2020-09-24,90
ia,2020-09-24,1120
id,2020-09-24,491
il,2020-09-24,2256
in,2020-09-24,899
ks,2020-09-24,1136
ky,2020-09-24,643
la,2020-09-24,577
ma,2020-09-24,481
md,2020-09-24,503
me,2020-09-24,44
mi,2020-09-24,1076
mn,2020-09-24,912
mo,2020-09-24,1356
ms,2020-09-24,737
mt,2020-09-24,330
nc,2020-09-24,1709
nd,2020-09-24,470
ne,2020-09-24,453
nh,2020-09-24,37
nj,2020-09-24,228
nm,2020-09-24,237
nv,2020-09-24,390
ny,2020-09-24,955
oh,2020-09-24,991
ok,2020-09-24,1083
or,2020-09-24,362
pa,2020-09-24,845
pr,2020-09-24,717
ri,2020-09-24,134
sc,2020-09-24,1021
sd,2020-09-24,455
tn,2020-09-24,892
tx,2020-09-24,4473
ut,2020-09-24,1198
va,2020-09-24,902
vt,2020-09-24,2
wa,2020-09-24,536
wi,2020-09-24,2392
wv,2020-09-24,204
wy,2020-09-24,136
ak,2020-09-25,127
al,2020-09-25,976
ar,2020-09-25,897
az,2020-09-25,515
ca,2020-09-25,4144
co,2020-09-25,709
ct,2020-09-25,115
dc,2020-09-25,57
de,2020-09-25,138
fl,2020-09-25,2847
ga,2020-09-25,816
hi,2020-09-25,140
ia,2020-09-25,1040
id,2020-09-25,523
il,2020-09-25,2773
in,2020-09-25,1171
ks,2020-09-25,388
ky,2020-09-25,908
la,2020-09-25,706
ma,2020-09-25,488
md,2020-09-25,559
me,2020-09-25,20
mi,2020-09-25,1038
mn,2020-09-25,1177
mo,2020-09-25,1895
ms,2020-09-25,722
mt,2020-09-25,322
nc,2020-09-25,1674
nd,2020-09-25,434
ne,2020-09-25,431
nh,2020-09-25,41
nj,2020-09-25,884
nm,2020-09-25,263
nv,2020-09-25,556
ny,2020-09-25,908
oh,2020-09-25,1150
ok,2020-09-25,1276
or,2020-09-25,449
pa,2020-09-25,833
pr,2020-09-25,712
ri,2020-09-25,-130
sc,2020-09-25,1195
sd,2020-09-25,448
tn,2020-09-25,1764
tx,2020-09-25,3729
ut,2020-09-25,1411
va,2020-09-25,941
vt,2020-09-25,7
wa,2020-09-25,988
wi,2020-09-25,2504
wv,2020-09-25,243
wy,2020-09-25,115
ak,2020-09-26,119
al,2020-09-26,726
ar,2020-09-26,809
az,2020-09-26,459
ca,2020-09-26,3791
co,2020-09-26,584
ct,2020-09-26,0
dc,2020-09-26,52
de,2020-09-26,71
fl,2020-09-26,2795
ga,2020-09-26,1359
hi,2020-09-26,127
ia,2020-09-26,877
id,2020-09-26,539
il,2020-09-26,2441
in,2020-09-26,1142
ks,2020-09-26,4
ky,2020-09-26,970
la,2020-09-26,0
ma,2020-09-26,569
md,2020-09-26,613
me,2020-09-26,24
mi,2020-09-26,996
mn,2020-09-26,1470
mo,2020-09-26,2050
ms,2020-09-26,645
mt,2020-09-26,343
nc,2020-09-26,1225
nd,2020-09-26,495
ne,2020-09-26,434
nh,2020-09-26,36
nj,2020-09-26,750
nm,2020-09-26,205
nv,2020-09-26,602
ny,2020-09-26,1005
oh,2020-09-26,1115
ok,2020-09-26,990
or,2020-09-26,267
pa,2020-09-26,919
pr,2020-09-26,296
ri,2020-09-26,0
sc,2020-09-26,1371
sd,2020-09-26,561
tn,2020-09-26,1437
tx,2020-09-26,3309
ut,2020-09-26,1017
va,2020-09-26,975
vt,2020-09-26,8
wa,2020-09-26,604
wi,2020-09-26,2817
wv,2020-09-26,205
wy,2020-09-26,45
ak,2020-09-27,111
al,2020-09-27,639
ar,2020-09-27,487
az,2020-09-27,411
ca,2020-09-27,2439
co,2020-09-27,569
ct,2020-09-27,0
dc,2020-09-27,35
de,2020-09-27,104
fl,2020-09-27,1882
ga,2020-09-27,812
hi,2020-09-27,98
ia,2020-09-27,716
id,2020-09-27,205
il,2020-09-27,1600
in,2020-09-27,901
ks,2020-09-27,1491
ky,2020-09-27,455
la,2020-09-27,923
ma,2020-09-27,592
md,2020-09-27,431
me,2020-09-27,29
mi,2020-09-27,0
mn,2020-09-27,1075
mo,2020-09-27,1520
ms,2020-09-27,182
mt,2020-09-27,200
nc,2020-09-27,792
nd,2020-09-27,344
ne,2020-09-27,467
nh,2020-09-27,51
nj,2020-09-27,698
nm,2020-09-27,152
nv,2020-09-27,373
ny,2020-09-27,866
oh,2020-09-27,800
ok,2020-09-27,823
or,2020-09-27,239
pa,2020-09-27,811
pr,2020-09-27,533
ri,2020-09-27,0
sc,2020-09-27,614
sd,2020-09-27,397
tn,2020-09-27,2104
tx,2020-09-27,4482
ut,2020-09-27,1068
va,2020-09-27,736
vt,2020-09-27,3
wa,2020-09-27,439
wi,2020-09-27,2217
wv,2020-09-27,184
wy,2020-09-27,168
ak,2020-09-28,116
al,2020-09-28,746
ar,2020-09-28,807
az,2020-09-28,273
ca,2020-09-28,2821
co,2020-09-28,411
ct,2020-09-28,560
dc,2020-09-28,14
de,2020-09-28,129
fl,2020-09-28,738
ga,2020-09-28,596
hi,2020-09-28,87
ia,2020-09-28,633
id,2020-09-28,422
il,2020-09-28,1709
in,2020-09-28,872
ks,2020-09-28,335
ky,2020-09-28,448
la,2020-09-28,240
ma,2020-09-28,430
md,2020-09-28,477
me,2020-09-28,13
mi,2020-09-28,1323
mn,2020-09-28,904
mo,2020-09-28,1239
ms,2020-09-28,190
mt,2020-09-28,306
nc,2020-09-28,1152
nd,2020-09-28,259
ne,2020-09-28,515
nh,2020-09-28,36
nj,2020-09-28,559
nm,2020-09-28,141
nv,2020-09-28,463
ny,2020-09-28,834
oh,2020-09-28,993
ok,2020-09-28,861
or,2020-09-28,174
pa,2020-09-28,850
pr,2020-09-28,660
ri,2020-09-28,243
sc,2020-09-28,568
sd,2020-09-28,191
tn,2020-09-28,737
tx,2020-09-28,2499
ut,2020-09-28,827
va,2020-09-28,449
vt,2020-09-28,3
wa,2020-09-28,369
wi,2020-09-28,1726
wv,2020-09-28,165
wy,2020-09-28,121
ak,2020-09-29,122
al,2020-09-29,1234
ar,2020-09-29,706
az,2020-09-29,674
ca,2020-09-29,2943
co,2020-09-29,535
ct,2020-09-29,182
dc,2020-09-29,36
de,2020-09-29,142
fl,2020-09-29,3266
ga,2020-09-29,1025
hi,2020-09-29,87
ia,2020-09-29,978
id,2020-09-29,511
il,2020-09-29,1366
in,2020-09-29,744
ks,2020-09-29,980
ky,2020-09-29,917
la,2020-09-29,533
ma,2020-09-29,512
md,2020-09-29,431
me,2020-09-29,37
mi,2020-09-29,1114
mn,2020-09-29,809
mo,2020-09-29,266
ms,2020-09-29,589
mt,2020-09-29,311
nc,2020-09-29,825
nd,2020-09-29,418
ne,2020-09-29,466
nh,2020-09-29,25
nj,2020-09-29,456
nm,2020-09-29,172
nv,2020-09-29,404
ny,2020-09-29,1189
oh,2020-09-29,1105
ok,2020-09-29,1025
or,2020-09-29,297
pa,2020-09-29,1586
pr,2020-09-29,444
ri,2020-09-29,132
sc,2020-09-29,1179
sd,2020-09-29,256
tn,2020-09-29,879
tx,2020-09-29,6088
ut,2020-09-29,694
va,2020-09-29,923
vt,2020-09-29,4
wa,2020-09-29,404
wi,2020-09-29,2367
wv,2020-09-29,177
wy,2020-09-29,67
ak,2020-09-30,106
al,2020-09-30,1188
ar,2020-09-30,942
az,2020-09-30,323
ca,2020-09-30,3461
co,2020-09-30,511
ct,2020-09-30,221
dc,2020-09-30,26
de,2020-09-30,82
fl,2020-09-30,1948
ga,2020-09-30,1720
hi,2020-09-30,120
ia,2020-09-30,1012
id,2020-09-30,614
il,2020-09-30,2272
in,2020-09-30,953
ks,2020-09-30,264
ky,2020-09-30,984
la,2020-09-30,610
ma,2020-09-30,532
md,2020-09-30,414
me,2020-09-30,52
mi,2020-09-30,1186
mn,2020-09-30,687
mo,2020-09-30,184
ms,2020-09-30,552
mt,2020-09-30,347
nc,2020-09-30,89
nd,2020-09-30,445
ne,2020-09-30,520
nh,2020-09-30,33
nj,2020-09-30,712
nm,2020-09-30,278
nv,2020-09-30,385
ny,2020-09-30,1000
oh,2020-09-30,1080
ok,2020-09-30,980
or,2020-09-30,218
pa,2020-09-30,919
pr,2020-09-30,199
ri,2020-09-30,192
sc,2020-09-30,308
sd,2020-09-30,387
tn,2020-09-30,1528
tx,2020-09-30,5807
ut,2020-09-30,906
va,2020-09-30,755
vt,2020-09-30,3
wa,2020-09-30,480
wi,2020-09-30,2319
wv,2020-09-30,157
wy,2020-09-30,127
ak,2020-10-01,140
al,2020-10-01,955
ar,2020-10-01,1124
az,2020-10-01,705
ca,2020-10-01,3090
co,2020-10-01,682
ct,2020-10-01,192
dc,2020-10-01,32
de,2020-10-01,174
fl,2020-10-01,2628
ga,2020-10-01,1333
hi,2020-10-01,105
ia,2020-10-01,1181
id,2020-10-01,513
il,2020-10-01,2164
in,2020-10-01,1157
ks,2020-10-01,1193
ky,2020-10-01,888
la,2020-10-01,551
ma,2020-10-01,754
md,2020-10-01,785
me,2020-10-01,39
mi,2020-10-01,993
mn,2020-10-01,1066
mo,2020-10-01,191
ms,2020-10-01,696
mt,2020-10-01,429
nc,2020-10-01,2266
nd,2020-10-01,372
ne,2020-10-01,621
nh,2020-10-01,51
nj,2020-10-01,614
nm,2020-10-01,226
nv,2020-10-01,430
ny,2020-10-01,1382
oh,2020-10-01,1327
ok,2020-10-01,1170
or,2020-10-01,353
pa,2020-10-01,945
pr,2020-10-01,176
ri,2020-10-01,166
sc,2020-10-01,381
sd,2020-10-01,730
tn,2020-10-01,1293
tx,2020-10-01,3746
ut,2020-10-01,1008
va,2020-10-01,450
vt,2020-10-01,3
wa,2020-10-01,594
wi,2020-10-01,2887
wv,2020-10-01,176
wy,2020-10-01,135
ak,2020-10-02,144
al,2020-10-02,1675
ar,2020-10-02,958
az,2020-10-02,551
ca,2020-10-02,3808
co,2020-10-02,680
ct,2020-10-02,555
dc,2020-10-02,65
de,2020-10-02,150
fl,2020-10-02,2660
ga,2020-10-02,1275
hi,2020-10-02,86
ia,2020-10-02,1054
id,2020-10-02,677
il,2020-10-02,2456
in,2020-10-02,1464
ks,2020-10-02,229
ky,2020-10-02,999
la,2020-10-02,817
ma,2020-10-02,761
md,2020-10-02,712
me,2020-10-02,38
mi,2020-10-02,978
mn,2020-10-02,1166
mo,2020-10-02,4075
ms,2020-10-02,672
mt,2020-10-02,355
nc,2020-10-02,1786
nd,2020-10-02,476
ne,2020-10-02,792
nh,2020-10-02,217
nj,2020-10-02,740
nm,2020-10-02,339
nv,2020-10-02,772
ny,2020-10-02,1598
oh,2020-10-02,1495
ok,2020-10-02,1190
